assay_id,pdb_id,pubmed_id
1863504,3NCY,19578361
1852732,3MXW,20504762
1863511,3HAE,19307587
1852362,2XQB,21167836
1859282,3PP4,21444918
1853231,3NFP,20820193
1853169,3O0R,21109633
1863332,3KJ4,20815818
1865850,3B2U,18275813
1865852,3B2V,18275813
1866648,3BDY,19299620
1940215,3J1S,22682774
2030858,4OD2,18219321
2031873,4C83,24488440
2031889,4IRZ,24047894
1981301,4K4M,23717209
1981635,4JHW,23618766
1981780,4DQO,23708607
1982607,4JM2,23708606
1982702,1JP5,11591344
1955430,3UX9,22307521
1928154,3QWO,21549714
1957689,4GAJ,22993159
1957690,4GAG,22993159
2021493,4NM8,24335589
2043607,4KML,24400836
1955478,4DAG,22388735
1955490,3T3M,22422993
1955500,4DTG,22563084
1954672,4FQI,22878502
1955029,4FQJ,22878502
1954673,4FQV,22878502
1954674,4FQY,22878502
2853176,5IWL,27294525
2019281,4LAR,24349338
1983963,2WUC,20004165
2006812,3W14,23302862
1866642,2ZCK,18187150
1866640,2ZCH,18187150
1866643,2ZCL,18187150
1970302,2I26,17258766
1965354,4FG6,22753511
1970203,4AEI,22371498
1970410,3RA7,21536919
2021206,4LAS,24349338
2007845,4KJP,24036509
2007889,4KJQ,24036509
2007890,4KJW,24036509
2007891,4KK5,24036509
2004972,3UBX,22110136
2007094,4F15,23636824
2006755,3K74,21238460
2006921,3R08,22262845
2012320,4MSW,24128761
2012335,4IJ3,23867277
2012888,3SE9,21835983
2012889,3SE8,21835983
2095148,4F3F,22787150
1928155,1W72,15537658
1929071,3LQA,20357769
1929072,3GJF,19307587
1929073,3HAE,19307587
1969131,1JGU,11724535
1971844,4I77,23357170
1970925,2X6M,20620148
1965228,1A4K,9506942
1965247,1FIG,8303271
1906752,1D6V,10651626
1906520,1C5C,11183784
1903661,1ETZ,10993728
1907329,1I3U,11469862
1907333,1FL6,11535051
1907481,1KN2,11878955
1907482,1KN4,11878955
1903822,2PCP,9786848
2095164,4OCL,24516147
2095165,4OCM,24516147
2095166,4OCN,24516147
2095274,4CKD,24613486
2095957,4DVR,24489681
2096398,4ORZ,24620746
1931350,3SDY,21737702
1866646,3BE1,19299620
1865479,2VYR,19084022
1928228,3UAJ,22139356
1928229,3UC0,22139356
1930798,3RVV,22210776
2063782,4NRX,24335316
1982707,1SVZ,15721587
1982691,4FQC,23115339
1982982,4IDJ,23416200
1984251,4LEO,23780344
1983355,3ZDX,23798730
1986250,1ZLS,16174734
1986251,1ZLU,16174734
1986252,1ZLV,16174734
1989565,4K7P,23774668
1986326,4KVN,23870317
1943428,4ETQ,22623786
1958838,3STL,22771214
1958839,3STZ,22771214
1958991,4FQR,22982990
2008252,2ZNX,22769726
2008246,2ZNW,22769726
1902955,1FLR,8637844
1965352,3PJS,21730186
1965270,3KDM,21360611
14,1WEJ,9698550
5,1FBI,7629116
2008533,4K3H,23978698
2008073,4M48,24037379
2008513,4MHJ,24049169
2008510,4MHH,24049169
2545519,4YZF,26542571
2522400,4XNM,26170302
2520589,5C7K,26457433
2520591,5C7K,26457433
2546184,5ANY,26553503
2546414,4XNQ,26170302
2546422,4XRC,26170302
2579860,5C8J,26256539
2605451,4GFT,23831371
2883804,4OJF,24598931
2884179,5IP4,27226599
2923935,5EU7,27692964
2924955,5DRZ,27827447
2925037,5L0Q,27503072
2924774,4Z0X,27641232
2855321,5KJR,27384653
2868441,5HI4,27527709
2858306,5D9Q,27560183
2868442,5HI5,27527709
2883076,5T3X,27617431
2882687,5SX4,27658254
2883077,5T3Z,27617431
2883744,5F3H,27625211
2883796,4M1C,23922390
2883848,4XXD,25880481
2883765,3IFP,19923222
2885311,5GRU,27682821
2885312,5GS0,27682821
2857546,5J1S,27490483
2856859,5K59,27467113
2857547,5J1T,27490483
2882801,5HDQ,27689696
2885314,5GS2,27682821
2855088,5L8L,27411893
2855162,5L8K,27411893
2855163,5L8J,27411893
2855951,5JXE,27325296
2925424,5T3S,27617678
2855953,5J9P,27384110
2883074,5T3X,27617431
2883075,5T3Z,27617431
2925311,5LJY,27783711
2118868,4U0R,25132548
2129847,4H8W,25165110
2129855,4OLW,25142607
2129851,4OLU,25142607
2129853,4OLV,25142607
2129857,4OLX,25142607
2129859,4OLY,25142607
2129861,4OLZ,25142607
2129863,4OM0,25142607
2129866,4OM1,25142607
2104866,4O58,24717798
2104890,4O5I,24717798
2378025,4X7F,25520510
2378027,4X7D,25520510
2378028,4X7C,25520510
2378026,4X7E,25520510
2925423,5T3S,27617678
2925430,5KOV,27807234
2925560,5THR,27799557
3000391,5GJS,27910950
3000361,5GZN,27974667
2118924,4OGA,25092300
2469465,4XMK,26109728
2469840,4ZYP,26161532
2469839,4ZYP,26161532
2469899,5AAM,26189681
2475908,4RAV,25861763
2469900,5AAW,26189681
2375462,4WHY,25473061
2377391,4QWW,25411244
2381674,4I18,25589173
3137862,5D72,26406987
3001148,5K9K,27453470
3137877,5DFV,26637054
3137878,5DFW,26637054
3137879,5DMG,26637054
3137882,5MJE,28334932
3137883,5UHY,28300075
2366521,4M62,25254371
2537160,3TV3,21998254
2482061,4YDV,26237403
2481805,4R8W,26196962
2110957,4NP4,24821719
2111190,4LIQ,24898549
2114134,4OGX,24970892
2605764,4WUU,26688548
2621136,5C1M,26245379
2621147,5ESV,26689967
2621149,5ESZ,26689967
2642083,5FGB,26739044
2641927,5DWU,26651396
2642000,5DYO,26756394
2925530,1XF5,15930632
2925654,5T5F,27784765
2970869,5KWL,27852863
2970865,5KU0,27852863
2970870,5KU2,27852863
2970867,5KTZ,27852863
2515981,5ANM,24583620
2545849,5CIN,26378169
2537161,3TWC,21998254
2537163,3TYG,21998254
2545850,5CIL,26378169
2097308,4O4Y,24638881
2114141,4OGY,24970892
2114143,4CMH,24987056
2110646,4LGP,24907552
2382070,4UTB,25581790
2382038,4UT6,25581790
2382071,4UTA,25581790
3133101,3EOA,19258452
3133501,3NPS,22154938
3133115,2AEQ,16384583
3133541,3F5W,20613835
3133505,3SO3,22154938
3133545,3F7V,20613835
3133546,3F7Y,20613835
3133547,3FB6,20613835
3133548,3FB5,20613835
3133560,1N0X,17445828
2097381,4O51,24638881
2119749,4N90,25043603
2147217,4PIR,25119048
2097385,4C57,24438162
2484071,4TUJ,26179345
2485256,5C0R,26301691
2485257,5C0S,26301691
2394163,4QTI,25659907
2399110,4PGJ,25737448
2399114,4U3X,25737448
2399462,4XT1,25745166
3001876,5MHR,27928010
3001176,5K9O,27453470
3001233,5K9Q,27453470
3001239,5KAN,27453470
3001865,5MHS,27928010
3001927,5J56,27903650
2097389,4C58,24438162
2375275,4QXU,25482542
2375276,4P3C,25482542
2487621,5CJS,26303961
2489415,4YX2,26320075
2489392,5DA0,26367249
2489416,4YXH,26320075
2489417,4YXK,26320075
2489418,4YXL,26320075
2115288,4Q0X,25002515
2423081,4PLK,25793314
2642798,3JBD,26764003
2642085,5FGC,26739044
2660010,5F7L,26764597
3000868,5D1X,27857134
3000869,5D1Z,27857134
3000867,5D1Q,27857134
3000870,5D1Q,27857134
3000872,5D1Z,27857134
3000873,5D1X,27857134
3001423,5L6Y,27956146
2103604,3VW3,23519658
2104225,4PY8,24719426
2104263,4BH8,24790145
2116292,4KZD,24952597
2660016,5F7K,26764597
2382072,4UT9,25581790
2399174,4NJ9,25756188
2397777,3WIH,25492858
2399173,4NJA,25756188
2399543,4Y5Y,25728669
2399546,4Y5X,25728669
2402352,4XWO,25745174
3059211,5GHW,27905530
3060113,5JZ7,27995962
3113325,5MEV,28197319
3063781,5T6P,28025250
3113326,5MES,28197319
3133012,5T5B,28225819
3133010,5TFW,28225819
3133011,5T29,28225819
2580097,4UV7,26586721
2605059,4Z7Q,26631735
2605008,4Z7N,26631735
2605060,5HDB,26631735
2606941,5C0N,26702093
2117461,4U6H,25031354
2489962,4LU5,26325270
2402350,4XTR,25745174
2402351,4XVU,25745174
2890379,5B8C,27734966
2917996,5GRJ,27573173
3001938,5BOZ,27903650
3001944,5J57,27903650
3058855,5TQQ,28002411
3058860,5TR1,28002411
3059091,5LQB,27903862
3064609,5KW9,27647885
3113218,5KAQ,27453470
3110841,5TPN,28134924
3132994,5T6L,28225819
2375277,4P3D,25482542
2489884,5CJX,26359989
2489915,4LQF,26325270
2515709,4N8C,25609808
2516072,3JBA,26401038
2119075,3FKU,19234466
2119469,4TNW,25143115
2119470,4TNV,25143115
2925625,5THR,27799557
2925531,5T33,27581986
2925627,5T5N,27821745
2925629,5TCS,27851957
2925630,5J3D,27791117
2925653,5TE7,27851912
2925651,5TE4,27851912
2925652,5TE6,27851912
3000370,5GZO,27974667
3060107,5IMO,27889311
3060105,5IMM,27889311
3060110,5IMK,27889311
3060111,5IML,27889311
3063790,5T78,28025250
2129842,4R4F,25165110
2129843,4R4H,25165110
2147216,4NIK,25174334
2367026,4TVP,25296255
2369076,4WGV,25326704
2369077,4WGW,25326704
3000352,5JMO,27670069
3000522,5GJT,27910950
3063803,5H35,27909292
3133626,5TOK,28194013
3133645,2VDQ,18710925
3133625,5TOJ,28194013
3133646,2VDP,18710925
3133647,2VDP,18710925
3133648,2VDN,18710925
3133649,2VDM,18710925
3133650,2VDL,18710925
3133651,2VDK,18710925
3133652,2VC2,18710925
3133654,3WFE,24338896
3133705,5TZ2,28234345
2105049,4MQX,24747941
2105259,3WFB,24338896
2105260,3WFC,24338896
2105261,3WFD,24338896
2105700,4LVN,24785947
2105697,4LVO,24785947
2749926,5IVN,26791954
2831987,4ZS7,27129274
2851397,5DMI,27216500
2119748,4TVS,25149450
2130058,4U6V,25210036
3133706,5TZT,28234345
3133873,5TZU,28234345
3133903,5JOP,28287405
3133904,5TJW,27965447
3133920,5TBD,28189425
3133963,5TH9,28235803
3133695,3U7Y,22033520
2924716,5GXB,27791182
3133956,3QO0,23519414
3137704,5CBE,26515064
3137880,5JA8,28334932
3137710,5CBA,26515064
3137881,5JA9,28334932
2833212,5FB8,27231345
2851279,5F21,27251573
2851398,5DMJ,27216500
2851399,5IHL,27216500
2851872,5DHY,27265851
2851874,5DHZ,27265851
2517771,5DO2,26391698
2518172,4ZPV,26218507
2518638,1IKF,1566062
2518170,4ZPT,26218507
2519372,5DFZ,26450213
2519503,5E8E,26469093
2520406,5DLM,26468526
2857545,5E94,27196125
2868440,5HI3,27527709
2884227,5SV3,27660893
2883254,5IKC,27226599
2924894,5GGS,27796306
2924895,5GGR,27796306
2924896,5GGT,27796306
2924897,5GGV,27796306
3063805,5WTH,28074040
3132833,5FUC,28134246
3063842,5MI0,28096331
3133001,5SY8,28225819
3132995,5T85,28225819
3132996,5T80,28225819
2104264,4BH7,24790145
2376097,3WD5,23943614
2467709,4YQX,25992858
2467710,4YUE,25992858
2375328,4WFF,25471887
2375327,4WFE,25471887
2375329,4WFG,25471887
2375330,4WFH,25471887
2856788,5KVD,27475895
2856791,5KVE,27475895
2856792,5KVF,27475895
2856793,5KVG,27475895
2856876,5JW4,27453466
2856875,5JW3,27453466
3000349,5KTE,27839948
3000350,5ADO,27774510
3134765,5TQ2,27916457
3134762,5TPW,27916457
3134764,5TQ0,27916457
3134767,5EII,27334407
3137860,5D70,26406987
2467864,4RWY,26004070
2468784,4Z5R,26099203
2469314,3U2S,22113616
2105872,4M7J,24682362
2366512,4ODX,25254371
2373539,4NHC,25420104
2373540,4NGH,25420104
2373541,4U6G,25420104
2865991,5GIR,27553275
2868218,5E08,27593161
2866028,5GIS,27553275
2882689,5SX5,27658254
2883723,5F3B,27625211
2105693,4PD4,24893593
2116308,4Q9Q,24952597
2116307,4KZE,24952597
2659963,5DTF,26778617
2520462,5CUS,26460020
2467526,4XGZ,26087144
2467527,4XH2,26087144
2467683,4RX4,26004070
2851984,5HVH,27279497
2851985,5HVH,27279497
2851991,4YBL,27041594
2851992,4YC2,27041594
2851990,5FCU,27041594
2853094,5JS9,27349805
2853102,5JSA,27349805
2742368,5FHC,26917592
2749922,4JZJ,25043189
2742367,5FHC,26917592
2742481,5F45,26950424
2751192,5FHX,26984268
2465439,4XHJ,25918416
2465467,4XI5,25918416
2858211,5KN5,27543934
2375482,4WHT,25473061
2118851,4UUJ,25093676
2118853,2JK5,25093676
2118854,2W0F,25093676
2118861,4U1G,25132548
2129990,4KXZ,25209176
2119479,4POU,25143596
2130006,4KV5,25209176
2691001,4XC1,26777395
2691097,4XCF,26777395
2691098,4XCN,26777395
2691099,4XCY,26777395
2691103,4XBG,26777395
2468890,5A2I,26118689
2468891,5A2L,26118689
2468975,4YWG,26018158
2460981,4QY8,25965408
2460982,4QXT,25965408
2366458,4M8Q,25254371
2621139,4XX1,26195816
2621260,5CEZ,26682982
2621262,5CEZ,26682982
2642551,4Y7M,26200339
2659825,5DRN,26778617
2621161,5BV7,26644477
2659826,5DSC,26778617
2659827,5DS8,26778617
2097453,1MVF,12743116
2103278,3WHE,24719430
2461362,4XNU,25961798
2461395,4XP1,25970245
2461397,4XP6,25970245
2462548,3WLW,25633808
2461399,4XP9,25970245
2537890,5D6C,26536114
2545521,4RZC,26503547
2659829,5DUB,26778617
2366539,4R2G,25259921
2366578,4R2G,25259921
2368615,4QO1,25324313
2367024,4TVP,25296255
2376256,4W6W,25502211
2110655,4LGS,24907552
2110658,4LHJ,24907552
2110659,4LHQ,24907552
2830387,4R9Y,26391892
2580883,5E8D,26627827
2621129,5C3L,26292704
2851807,5FUO,27315033
2851900,5LCV,27338953
2853628,4Z9K,27159829
2853105,5JS9,27349805
2853113,5JSA,27349805
2853631,5E1H,27159829
2384190,4QNP,25668439
2660117,5F97,26764597
2660120,5F9A,26764597
2660123,5F9D,26764597
2683573,5EOC,26819303
2110978,4NP4,24821719
2113217,4ONF,25024748
2113219,4ONG,25024748
2637087,5F6J,26725118
2469171,4RFO,26085162
2469172,4RFN,26085162
2854846,5FXC,27305427
2422841,5ALC,25788700
2422842,5ALB,25788700
2422908,4RGM,25572397
2422944,3W2D,24423621
2422956,4RGO,25572397
2422960,4RGN,25572397
2423032,4RGN,25572397
2723344,3WSQ,24838231
2378495,4HJJ,23549062
2376265,4W6X,25502211
2378038,4RQS,25546301
2707177,5FV1,26728464
2659799,3JBG,26764003
2707178,5FV2,26728464
2710107,5E2V,26800003
2469834,3HMX,20691190
2469317,3U4E,22113616
2480725,4TUO,26179345
2480726,4TUJ,26179345
2461401,4XPA,25970245
2461402,4XP4,25970245
2461403,4XP5,25970245
2482107,5CSZ,21955818
2390062,4O02,24692540
2393690,3X2D,25723165
2750963,5IES,27013733
2751005,5IF0,27013733
2723513,4YO0,26872787
2095631,3ZL4,24598740
2104414,4OQT,24756303
2465916,4LKX,24457896
2465982,4YDL,26004070
2465980,4YDJ,26004070
2465981,4YDK,26004070
2465983,4YDI,26004070
2465984,4YFL,26004070
2461411,4XPB,25970245
2461413,4XPF,25970245
2461414,4XPG,25970245
2461415,4XPH,25970245
2830598,5EC1,27150040
2660037,5F8R,26764597
2642802,3JBC,26764003
2660043,5F93,26764597
2659796,3JBF,26764003
2660017,5F7M,26764597
2660022,5F7N,26764597
2660023,5F7W,26764597
2660024,5F7Y,26764597
2519407,4YGA,26305940
2461371,4XNX,25961798
2461418,4XPT,25970245
2465919,3JAB,25809480
2116309,4Q9R,24952597
2830599,5EC2,27150040
2830600,5EBW,27150040
2830601,5EBL,27150040
2830602,5EBM,27150040
2751461,5FEC,26997349
2830622,5I9Q,26997349
2830717,5EPM,27129258
2830718,5B3J,27135925
2830719,5JHL,27158114
2830834,3LRH,21968397
2827582,5IQ7,27053554
2827592,5IQ9,27053554
2827806,5H8O,27069117
2829970,5J75,26442911
2829977,5J74,26442911
2831548,5HHV,27184415
2831549,5HHX,27184415
2423749,4WEM,25828907
2397298,4S1D,25670234
2830055,5FYJ,27114034
2765169,4RAU,26391892
2830056,5FYK,27114034
2830057,5FYL,27114034
2830058,5FYJ,27114034
2830059,5FYK,27114034
2117396,4P2C,25053417
2366981,4OT1,25299639
2422764,4WY7,25787074
2423800,4XVJ,25737449
2423751,4WEN,25828907
2423752,4WEU,25828907
2443010,4S1R,25865483
2443009,4S1Q,25865483
2443011,4S1S,25865483
2443012,4XNZ,25865483
2443013,4XMP,25865483
2660035,5F8Q,26764597
2830060,5FYL,27114034
2831979,4O9H,27129274
2830062,5FYK,27114034
2830061,5FYJ,27114034
2399106,3LIZ,21789239
2399466,4XMM,25745173
2397942,4QCI,25707433
2422793,4Y8D,25822739
2399469,4XMN,25745173
2723479,3JAU,26938634
2710130,5E2W,26800003
2723459,5HJ3,26908579
2724219,4Z7O,26631735
2734330,5F9W,26949186
2742342,5EOR,26889021
2734462,5FUU,26941313
2734333,5F9O,26949186
2734334,5F96,26949186
2751446,5IGX,26997349
2480727,4TUK,26179345
2480728,4TUL,26179345
2480778,4UBD,26196962
2480731,5A3I,26170284
2482739,4N0Y,26135247
2484797,4ZTO,26251831
2484820,3J70,26039348
2468649,4ODV,26085093
2691092,4XC3,26777395
2683527,5D96,26819240
2683418,5E7F,26814179
2683530,5D93,26819240
2707447,4ZXB,26853939
2691094,4XAW,26777395
2691095,4XBE,26777395
2423019,4PLJ,25793314
2441888,3WXV,25855295
2833224,5HGG,27226628
2832968,5F3J,27194724
2833201,5I5K,27194791
2742341,5EOQ,26889021
1980685,1MCJ,8346191
2107088,3RKD,21642534
2468650,4ODT,26085093
2485110,4UIL,26282540
2468882,5A2J,26118689
2468883,5A2K,26118689
2484072,4TUK,26179345
2484073,4TUL,26179345
2485111,4UIN,26282540
2831809,5CZV,27157619
2831810,5CZX,27157619
2851280,5F1O,27251573
2851281,5F1K,27251573
2851871,5DHX,27265851
2851461,5J3H,27281820
2621162,5BV7,26644477
2456286,4QYO,25965408
2445256,4CDG,25901030
2110255,4OCX,24832237
2466203,4PP2,26026055
2466221,4PP1,26026055
2467513,4Z8F,26085093
2467461,4ZFF,26088137
2467514,4Z95,26085093
2831026,5EA0,27160908
2831372,5HYS,27194387
2831038,5BOP,27181418
2833006,5I8C,27174988
2851863,5DHV,27265851
2833015,5I8H,27174988
2833013,5I8H,27174988
2833066,5DD0,27122615
2851983,5HVG,27279497
2443014,4XNY,25865483
2445257,4YPG,25925951
2444747,4J8R,23629842
2868216,3JCX,27535057
2104899,4O5I,24717798
2103644,4CNI,24670876
2104922,4P9H,24767986
2467463,4ZFG,26088137
2443586,4XVS,25865483
2851982,5HVF,27279497
2445260,4UAO,25886591
2707448,4ZXB,26853939
2707633,4YHP,26862167
2707634,4YHZ,26862167
2707635,4YHY,26862167
2110652,4LGR,24907552
2097394,4C59,24438162
2376057,4RDQ,25337878
2763519,5I6X,27049939
2763520,5I73,27049939
2763521,5I73,27049939
2763522,5I74,27049939
2763523,5I75,27049939
2485096,5BVP,26284424
2489854,5C6T,26365435
2485174,4ZS6,26281793
2487631,4WV1,26269606
2489970,4M1G,26325270
2515706,5ACO,26388028
2489978,4YE4,26004070
2851880,5LBS,27338953
2652989,3JBE,26764003
2441889,3WXW,25855295
2376095,4I2X,23826770
2115270,4QKX,25006259
2827126,5EUL,26950603
2115694,4Q6I,24990883
2487623,5CJQ,26303961
2517750,5CWS,26316600
2545808,4RIS,26288844
2604955,5E0Q,26633879
2579861,4XZU,26598467
2605720,5EN2,26651946
2608364,5D8J,26702093
2621125,5C2U,26292704
2445265,4Y5V,25728669
2445266,4ZFO,25953704
2460974,4R3S,25965408
2461419,4S10,25601851
2461498,4YK4,25959776
2461502,4YJZ,25959776
2103345,2XZC,21896761
2098403,4P59,23928993
3206352,5USF,28427904
3218091,5UDC,28469033
3193349,4FFW,23184939
3193371,4OKV,24764297
3193441,4ZSO,27663271
3193480,5JQ6,27789272
3198096,5J13,28368013
3198105,4J4P,24632569
3497358,5OCA,28894089
3791552,5NGV,29109273
3791544,5NH3,29109273
3791548,5NHR,29109273
3791722,6AZZ,29146922
4624623,6HJQ,30224494
4583508,6EA5,30206174
4828469,6CMO,29899450
4828483,5WI9,30068552
4624668,6E3H,30308159
4828683,6MB3,30324137
3165717,5X08,28300601
4624801,6EAY,30258051
3795572,5WK3,29264403
3563317,5IJK,28878138
3791728,6B08,29146922
3795575,5WT9,28165004
3795970,6AZM,29195810
4583262,6A96,30140029
4828735,6MHG,30324137
4828749,5ZIA,30318466
4828857,6EDU,30308160
4828848,6CM3,30308160
4828850,6CM3,30308160
4828851,6EDU,30308160
4828853,6EDU,30308160
4571082,6E1K,30190435
3242788,4M7L,28483635
3258903,5TRU,28484017
3795971,5BK0,29195810
3798256,5UEA,29273204
3798211,5UCB,29273204
3803815,6ELU,29358741
3328884,5TL5,28471362
3467893,5X8L,28717238
3805271,5WDF,29444432
3817512,6FE4,29494518
3817549,6FN4,29440498
3806866,5YWO,29379207
3817548,6FN1,29440498
3467894,5X8M,28717238
3497408,5N0A,28534525
3497411,5N09,28534525
3633639,5O8F,28991263
3633576,4W2Q,29038656
3633641,5OJM,28991263
3829530,6FXN,29572442
3829565,6AL5,29490423
3830172,6FAX,29576376
3830443,5WDU,28834745
3830541,6B5M,29554083
3830551,6B5O,29554083
3830553,6B5P,29554083
3830556,6B5R,29554083
3830557,6B5S,29554083
3830558,6B5T,29554083
3786949,5OMN,29095961
3786948,5O02,29095961
3786871,5Y11,28827346
3786950,5OMM,29095961
3792210,5UKR,29170366
3786965,5O03,29095961
3786966,5O04,29095961
3786952,5O05,29095961
3830463,6B5L,29554083
3830542,6B5N,29554083
3838822,5UOE,29596046
3838441,4N1C,28356519
3838828,6BF9,29596046
3838827,6B70,29596046
3838829,6B7Z,29596046
3838830,6BF7,29596046
3795960,6BDZ,29224781
3786993,5O04,29095961
3798756,6B73,29307491
3798776,5JYL,28045038
3802187,5VAK,29342135
3802196,5VAN,29342135
3802197,5VAQ,29342135
3806871,5YWP,29379207
3838955,6CH7,29593217
3838831,5WOB,29596046
3838837,4M1C,29596046
3839097,6CH8,29593217
3839098,6CHB,29593217
3830387,6C6Y,29514901
3839100,6CHB,29593217
3866999,5XJ4,28488247
3867011,6BB4,29670132
3802806,5W06,29283291
3867202,6EHG,29497000
3867041,5UEM,28100831
3924033,6CNJ,29720657
3867417,5VXR,29467319
3923956,6C5V,29669253
3924034,6CNK,29720657
3926421,6BY3,29735651
3928289,6C9U,29762030
3928296,6B20,29777099
3928389,5VTA,29765112
3804086,6AWN,29379174
3804090,6AWO,29379174
3804093,6AWP,29379174
3804094,6AWQ,29379174
3804098,6EY0,29382829
3804099,6EY6,29382829
4072885,6CF2,30017564
4072893,5YY4,29936828
4072896,5ZXV,29996104
4072899,5YY5,29996104
3928396,5O7P,29763625
3928393,5O4O,29763625
3928400,5O4G,29763625
3928639,6B0N,29769533
3928722,6BCK,29731169
3928716,5WB9,29731169
3929196,6DCW,29855358
3929224,6GK7,29855358
3929225,5ZV3,29855358
4072833,5XJM,29967536
3804163,6EQC,29386504
3804162,5OGI,29386504
3806596,6BE3,29449370
3806597,6BE4,29449370
3817574,6BLH,29509814
3817595,6BLI,29509814
3817620,6AOD,29336885
3930002,6BQB,29554084
3930391,6CDI,29867235
3929229,6GK8,29855358
3930407,6CDI,29867235
3930399,6CDE,29867235
3930408,6CDE,29867235
3930409,6CDI,29867235
3930410,6CDE,29867235
3817812,5WHK,28878017
3838434,4N1E,28356519
3838754,5AUM,29550370
3925241,5YOY,29575262
3925243,6CO3,29686315
3978238,6B3M,29899095
3990517,5YD3,29924367
4047553,5VKD,29968677
4004897,5YD5,29924367
4047807,5XBM,28447294
4048073,5W42,29991715
3955196,6DDE,29899455
3955238,6DE7,29902444
3955257,5W1K,29760382
3955241,6DE7,29902444
3955267,5W1M,29760382
3968677,6D01,29880723
3968678,6D01,29880723
4115490,5JO4,29241550
4115946,6DB5,29997214
4115947,6DB6,29997214
4115948,6DB7,29997214
4478153,6EYO,30069035
4478377,6DBF,29976754
4478887,5GMQ,28472421
3968682,6D11,29880723
3968683,6D11,29880723
3968686,6D0X,29880723
2765194,6CMG,24130486
4254445,6CMI,24130486
4478163,6CYF,30016475
4517526,5YE3,30080437
4517527,5YE4,30080437
4551840,6DID,30097292
3468014,5U3J,28783671
3468015,5U3K,28783671
3468016,5U3L,28783671
3165689,5LWY,28329765
3165690,5LXG,28329765
3165691,5LX9,28329765
3165692,5LXA,28329765
4517499,5O1R,30133484
3468018,5U3N,28783671
3477166,5W9I,28807998
3477167,5W9M,28807998
3477168,5W9N,28807998
3477169,5W9O,28807998
3477170,5W9P,28807998
3477171,5W9J,28807998
3477172,5W9H,28807998
3477173,5W9K,28807998
3477174,5W9L,28807998
4551931,6CVK,30100358
4552119,6DWA,30102105
4552118,6DWI,30102105
4562708,5NBL,30177756
4562709,5NBM,30177756
3806637,5WN9,29523582
3806644,5WNB,29523582
3806645,5WNA,29523582
3830351,5NMV,29532595
3838429,6ETI,29610494
3830432,5WDU,28834745
3830433,5WDU,28834745
3838430,6FEQ,29610494
4551875,5OTJ,30150373
4551896,5OTJ,30150373
4552095,6DZM,30184505
4552096,6DZL,30184505
3479514,5U7O,28825711
3479513,5U7M,28825711
3499002,5Y0A,28938115
3193692,3UJJ,22164215
3193691,3UJI,22164215
4583474,6C9W,30108145
3480609,5NUZ,28630325
3479280,5M2I,28824615
3498923,5YAX,28949917
3479282,5M2J,28824615
3633529,6APP,29038656
3479284,5M2M,28824615
3633560,4W2O,29038656
3137998,3X3F,26672965
3137942,4HC1,23297416
3137943,4HCR,23297416
3786478,6AVQ,29033288
3792771,5GKR,29180749
3793073,4UU9,28952876
3795077,5MP2,29042493
3795964,4HIH,27183571
3795965,4HII,27183571
3795966,4HIJ,27183571
3795967,4PTU,27183571
3795968,4HHA,27183571
3352091,5V7J,28445724
3364197,5O2U,28591513
3465806,5UMI,28705932
3364230,5W3L,28696310
3371648,5XAJ,28637753
3364235,5W3O,28696310
3202361,5UZ7,28437792
3364228,5W3E,28696310
3364234,5W3M,28696310
3340316,5LHQ,28611361
3340221,5M30,28650463
3340222,5MWN,28650463
3340223,5MWN,28650463
3340229,5NBW,28603847
3340314,5LHR,28611361
3340315,5LHN,28611361
3340317,5LHP,28611361
3353572,5VPG,22210776
3353573,5VPH,22210776
3353574,5VPL,22210776
3468057,5VOB,28783665
3468158,5KZP,28794021
3825369,6APD,29396163
3786830,5W4L,29056481
3786831,5W4L,29056481
3363505,5MY4,28623233
3341553,5KVL,28507038
3350950,5X2N,28534491
3350949,5X2M,28534491
3350951,5X2O,28534491
3350952,5X2P,28534491
3350953,5X2Q,28534491
3363492,5DRX,28598442
3352134,5MYO,28623233
3363514,5MYX,28623233
3202134,5NJ6,28445455
3498917,5W0K,28939750
3468344,5O4E,28816592
3826244,6AQ7,29569342
3928524,5VJO,29650674
3928525,5VJQ,29650674
3955141,6C08,29872228
3955206,5W1K,29760382
3980524,6D6T,29950725
3968668,6DCQ,29898396
3786503,6AVR,29033288
3786504,6AVU,29033288
3787549,5WKO,28930686
3792053,5VK6,29165243
3787978,5OVW,29084999
3792054,5VKE,29165243
3792055,5VKH,29165243
3792037,5WTT,28608634
3466519,5MU0,28679953
3497669,5XCR,28919443
3497557,4K8R,24252255
3497556,4K8R,24252255
3497660,5O0W,28915239
3497668,5XCQ,28919443
3497670,5XCT,28919443
3497671,5XCS,28919443
3497672,5XCU,28919443
3497674,5XCV,28919443
3535518,5IG7,28878138
3535519,5IFJ,28878138
3791576,6B9J,29123031
3791582,5USL,29123031
3838954,6CH7,29593217
3838361,5XQW,29496413
3839102,6CH8,29593217
3839103,6CH9,29593217
4583519,6BFQ,29969365
4583520,6BFS,29969365
4583643,6EV2,30209318
4583646,6A67,30154240
3793469,5VAG,28966056
3796771,5OWP,29166012
3798207,6AYZ,29273204
3799089,5BK1,29321208
3799095,5BJZ,29321208
3497457,5Y9F,28951471
3497696,5VL3,28970495
3497453,5Y9C,28951471
3791561,5USH,29123031
3787938,5XHV,29089574
